userId,genre_entropy,dominant_genre_frac
1,3.260260873753721,0.1810344827586207
2,3.0787572232177345,0.2743055555555556
3,3.171388155209541,0.24390243902439024
4,3.0343728437243005,0.3275862068965517
5,3.2616906324457644,0.29545454545454547
6,3.3147469804543457,0.19653179190751446
7,2.8183428543736655,0.34523809523809523
8,2.9239012556086066,0.38571428571428573
9,3.303023238025119,0.2621359223300971
10,3.6065921985052065,0.21107266435986158
11,2.9179590393419543,0.3620689655172414
12,3.1985117746399436,0.26666666666666666
13,3.297633801375404,0.24271844660194175
14,2.950292850789087,0.2826086956521739
15,3.4255027802694755,0.1872037914691943
16,3.3710637069601055,0.2894736842105263
17,3.4715797064734244,0.23340040241448692
18,3.656580959958658,0.16344916344916344
19,3.6225439850410655,0.17553191489361702
20,3.145219267815081,0.2698412698412698
21,3.415637824927546,0.24561403508771928
22,3.4707244255860497,0.21116138763197587
23,3.6114271849960344,0.14859437751004015
24,3.250617093256701,0.23841059602649006
25,3.3747906019321836,0.19736842105263158
26,3.263368967680633,0.2810880829015544
27,3.6577155140447335,0.17857142857142858
28,3.602160290178074,0.2026431718061674
29,3.089032200531099,0.3345724907063197
30,3.212049520714974,0.36486486486486486
31,2.9719856904287827,0.452991452991453
32,3.3649572709441102,0.21568627450980393
33,3.5975068634610476,0.22237380627557982
34,2.945034019724925,0.3669724770642202
35,3.2982361099839874,0.25831202046035806
36,3.5758271789121427,0.1725
37,3.1448423692868377,0.30158730158730157
38,2.841815938280544,0.2850467289719626
39,3.3465211609351355,0.2413793103448276
40,3.238292508843824,0.23018867924528302
41,3.6149622666510552,0.14285714285714285
42,3.306820706716984,0.21514629948364888
43,2.901380009323254,0.35714285714285715
44,3.7020325158858522,0.1419753086419753
45,2.682559618874804,0.3903654485049834
46,2.283129043199989,0.5409836065573771
47,2.5089170758418105,0.45454545454545453
48,3.6456395880953374,0.18072289156626506
49,3.556017148156979,0.22695035460992907
50,3.4505996214111883,0.19753086419753085
51,3.009669632531435,0.34210526315789475
52,3.0567946676902547,0.3197969543147208
53,3.670144561987872,0.19457313037723362
54,2.6848425658992987,0.5
55,3.2666816537828547,0.2765957446808511
56,3.1271167665952535,0.24806201550387597
57,3.4649287335253933,0.171875
58,3.5770876563729046,0.16467065868263472
59,3.3941951264114403,0.279126213592233
60,3.5664070343448975,0.15591397849462366
61,3.2870889109752945,0.22388059701492538
62,3.4455652488598885,0.2520833333333333
63,3.294360530985167,0.22598870056497175
64,3.1793733860891886,0.23809523809523808
65,3.3886402311449237,0.20279720279720279
66,3.291553270222619,0.18333333333333332
67,2.6561879540783697,0.47368421052631576
68,3.148737325534744,0.37857142857142856
69,2.3116744436131866,0.5431034482758621
70,3.4949757906940446,0.21359223300970873
71,3.2951810381804045,0.17647058823529413
72,2.859970827179286,0.29213483146067415
73,3.3283695029341027,0.2419871794871795
74,3.2063852348282826,0.22916666666666666
75,3.0681606364867062,0.29193899782135074
76,3.0118744833980355,0.2891566265060241
77,2.756780109268043,0.2982456140350877
78,2.792464282626185,0.3719298245614035
79,3.486678967327683,0.18666666666666668
80,3.503274906242629,0.1826086956521739
81,3.5615238578202177,0.22093023255813954
82,3.2284603364644675,0.21223021582733814
83,3.528641122971809,0.15416666666666667
84,3.155287882053752,0.23333333333333334
85,3.2117897211193007,0.25757575757575757
86,3.65921332336491,0.1794871794871795
87,3.104098146888936,0.3695652173913043
88,2.7948619493053615,0.4
